date,price,vol
2019-11-02 00:00:00,986978.0,4195543165947.4
2019-11-02 00:05:00,986983.0,4195589372638.65
2019-11-02 00:10:00,987212.0,4179771709138.37
2019-11-02 00:15:00,988646.0,4187884282284.5
2019-11-02 00:20:00,989840.0,4198247053099.92
2019-11-02 00:25:00,989745.0,4196916086642.15
2019-11-02 00:30:00,986594.0,4179585882392.3
2019-11-02 00:35:00,987422.0,4158269151368.47
2019-11-02 00:40:00,985225.0,4149071243490.79
2019-11-02 00:45:00,985170.0,4112455046030.13
2019-11-02 00:50:00,986009.0,4116378171324.99
2019-11-02 00:55:00,987090.0,4119978423141.96
2019-11-02 01:00:00,988880.0,4157761595655.64
2019-11-02 01:05:00,989811.0,3804828960507.2
2019-11-02 01:10:00,983109.0,3819982428733.61
2019-11-02 01:15:00,985114.0,3053608220353.92
2019-11-02 01:20:00,987047.0,3061161242104.2
2019-11-02 01:25:00,987518.0,3069325253809.55
2019-11-02 01:30:00,987898.0,3049396656442.29
2019-11-02 01:35:00,988554.0,3079849366525.45
2019-11-02 01:40:00,989770.0,3085719335623.39
2019-11-02 01:45:00,989419.0,3062461003466.88
2019-11-02 01:50:00,989087.0,3064549790376.48
2019-11-02 01:55:00,988334.0,3086423808334.94
2019-11-02 02:00:00,989041.0,3091643186944.49
2019-11-02 02:05:00,992584.0,3098138192705.56
2019-11-02 02:10:00,991703.0,3097501815786.07
2019-11-02 02:15:00,993509.0,3105686007307.83
2019-11-02 02:20:00,993479.0,3122281860288.91
2019-11-02 02:25:00,992964.0,3093548070676.86
2019-11-02 02:30:00,994184.0,3126839766902.4
2019-11-02 02:35:00,994341.0,3128232486329.42
2019-11-02 02:40:00,993614.0,3105732591266.93
2019-11-02 02:45:00,992476.0,3129889512768.59
2019-11-02 02:50:00,994017.0,3110246159332.32
2019-11-02 02:55:00,994077.0,3136322821088.96
2019-11-02 03:00:00,994245.0,3109132965199.09
2019-11-02 03:05:00,993958.0,3108361202941.92
2019-11-02 03:10:00,992395.0,3097825871438.95
2019-11-02 03:15:00,991871.0,3120728484609.62
2019-11-02 03:20:00,991301.0,3115055210829.09
2019-11-02 03:25:00,992825.0,3124008689386.51
2019-11-02 03:30:00,993651.0,3124605962220.87
2019-11-02 03:35:00,992480.0,3116847830076.4
2019-11-02 03:40:00,994945.0,3130132256429.3
2019-11-02 03:45:00,995492.0,3132680075333.56
2019-11-02 03:50:00,995201.0,3131813896480.38
2019-11-02 03:55:00,996223.0,3141544492848.85
2019-11-02 04:00:00,994813.0,3130284213168.77
2019-11-02 04:05:00,995112.0,3109687954953.36
2019-11-02 04:10:00,996777.0,3137415413693.6
2019-11-02 04:15:00,996334.0,3137389825305.49
2019-11-02 04:20:00,993781.0,3129348617835.41
2019-11-02 04:25:00,994515.0,3111174730142.67
2019-11-02 04:30:00,994425.0,3070929757500.1
2019-11-02 04:35:00,993235.0,3118420753315.03
2019-11-02 04:40:00,992775.0,3099030534229.2
2019-11-02 04:45:00,992772.0,3099043093109.28
2019-11-02 04:50:00,992456.0,3100492311947.55
2019-11-02 04:55:00,992267.0,3104773056613.84
2019-11-02 05:00:00,993134.0,3108094839568.66
2019-11-02 05:05:00,994110.0,3111181257379.51
2019-11-02 05:10:00,995250.0,3119833269708.88
2019-11-02 05:15:00,996600.0,3125554742285.0
2019-11-02 05:20:00,994736.0,3120484741788.99
2019-11-02 05:25:00,993591.0,3117823935990.65
2019-11-02 05:30:00,994049.0,3107592023131.49
2019-11-02 05:35:00,995172.0,3112849099485.64
2019-11-02 05:40:00,993637.0,3107908510542.13
2019-11-02 05:45:00,994265.0,3049588047658.66
2019-11-02 05:50:00,994853.0,2996008684269.07
2019-11-02 05:55:00,995839.0,3082450367124.54
2019-11-02 06:00:00,995305.0,3081051248442.79
2019-11-02 06:05:00,995208.0,3084291096355.76
2019-11-02 06:10:00,996040.0,3034554042971.77
2019-11-02 06:15:00,995602.0,3031967153227.54
2019-11-02 06:20:00,993635.0,3028071251812.02
2019-11-02 06:25:00,994594.0,3020316398572.63
2019-11-02 06:30:00,995499.0,3024499658100.17
2019-11-02 06:35:00,996885.0,3028973334049.19
2019-11-02 06:40:00,996521.0,3025908245817.93
2019-11-02 06:45:00,996486.0,3025640939571.42
2019-11-02 06:50:00,999449.0,3042481600297.04
2019-11-02 06:55:00,1000817.0,3035167900719.9
2019-11-02 07:00:00,1000514.0,3035796717471.62
2019-11-02 07:05:00,1000588.0,3026124793596.61
2019-11-02 07:10:00,1001355.0,3028599061052.09
2019-11-02 07:15:00,1002171.0,3040407412656.3
2019-11-02 07:20:00,997745.0,3033893800819.57
2019-11-02 07:25:00,997767.0,3034010079403.61
2019-11-02 07:30:00,996341.0,3029862698919.16
2019-11-02 07:35:00,998953.0,3045297671244.35
2019-11-02 07:40:00,996169.0,3034659666779.92
2019-11-02 07:45:00,995936.0,3034595422011.37
2019-11-02 07:50:00,997342.0,3040808712726.99
2019-11-02 07:55:00,997229.0,3038815392825.76
2019-11-02 08:00:00,997298.0,2991436668547.79
2019-11-02 08:05:00,995590.0,3023523610286.66
2019-11-02 08:10:00,995502.0,3023923832203.34
2019-11-02 08:15:00,998093.0,3033459769213.49
2019-11-02 08:20:00,997713.0,3014961596327.28
2019-11-02 08:25:00,1000248.0,3041217446828.2
2019-11-02 08:30:00,999706.0,3044251604947.37
2019-11-02 08:35:00,999961.0,3031238268625.5
2019-11-02 08:40:00,999868.0,3049313826204.95
2019-11-02 08:45:00,999868.0,3049313826204.95
2019-11-02 08:50:00,997246.0,3050474840266.89
2019-11-02 08:55:00,998245.0,3036364141255.88
2019-11-02 09:00:00,999102.0,3055621643785.4
2019-11-02 09:05:00,999198.0,3055915457376.93
2019-11-02 09:10:00,1001842.0,3058476966855.15
2019-11-02 09:15:00,1001204.0,3057512029962.37
2019-11-02 09:20:00,1001306.0,3060308652430.07
2019-11-02 09:25:00,999238.0,3058191972674.1
2019-11-02 09:30:00,998787.0,3057573456229.66
2019-11-02 09:35:00,998294.0,3057415157520.78
2019-11-02 09:40:00,1000701.0,3068271578280.55
2019-11-02 09:45:00,1000312.0,3066470379680.76
2019-11-02 09:50:00,999043.0,3065502786575.92
2019-11-02 09:55:00,999929.0,3068894393895.64
2019-11-02 10:00:00,1002028.0,3080107292823.66
2019-11-02 10:05:00,1002003.0,3080489652357.48
2019-11-02 10:10:00,1002992.0,3073214625931.88
2019-11-02 10:15:00,1002874.0,3074551716096.47
2019-11-02 10:20:00,1002005.0,3076188752963.55
2019-11-02 10:25:00,1001626.0,3075186703381.13
2019-11-02 10:30:00,1002196.0,3112793603919.52
2019-11-02 10:35:00,1002350.0,3116328702933.17
2019-11-02 10:40:00,1001687.0,3088745818573.05
2019-11-02 10:45:00,1001502.0,3120818028689.11
2019-11-02 10:50:00,1000143.0,3121524281869.78
2019-11-02 10:55:00,1000292.0,3128061687632.14
2019-11-02 11:00:00,999651.0,3097178496728.17
2019-11-02 11:05:00,999653.0,3097130205111.9
2019-11-02 11:10:00,1000556.0,3116931446124.35
2019-11-02 11:15:00,999889.0,3114256375156.26
2019-11-02 11:20:00,998681.0,3109724025259.36
2019-11-02 11:25:00,998937.0,3081307232814.27
2019-11-02 11:30:00,997776.0,3106935980326.45
2019-11-02 11:35:00,998020.0,3081837191392.97
2019-11-02 11:40:00,998638.0,3115216365343.42
2019-11-02 11:45:00,999038.0,3012967177615.96
2019-11-02 11:50:00,1000225.0,3123027672220.71
2019-11-02 11:55:00,1000123.0,3018800907824.19
2019-11-02 12:00:00,1000379.0,3120040275339.89
2019-11-02 12:05:00,1000518.0,3107093458812.05
2019-11-02 12:10:00,999510.0,3100274593004.96
2019-11-02 12:15:00,1000138.0,3072836598146.47
2019-11-02 12:20:00,1000241.0,3094680959681.69
2019-11-02 12:25:00,1000456.0,2977639549749.31
2019-11-02 12:30:00,1000664.0,3113337504234.43
2019-11-02 12:35:00,1000292.0,3097346360592.31
2019-11-02 12:40:00,1001460.0,3114924362162.24
2019-11-02 12:45:00,999787.0,3111752094658.48
2019-11-02 12:50:00,999439.0,3112238151364.11
2019-11-02 12:55:00,999475.0,3104354585072.6
2019-11-02 13:00:00,1000110.0,3018239143127.97
2019-11-02 13:05:00,1000292.0,3002514531357.22
2019-11-02 13:10:00,999198.0,3103378757625.36
2019-11-02 13:15:00,998386.0,3108100029643.57
2019-11-02 13:20:00,998710.0,3075953885341.99
2019-11-02 13:25:00,998079.0,3087947790720.47
2019-11-02 13:30:00,997279.0,3086930242729.78
2019-11-02 13:35:00,998133.0,3109513434103.53
2019-11-02 13:40:00,998171.0,3110966236739.17
2019-11-02 13:45:00,997735.0,3098440119972.48
2019-11-02 13:50:00,996375.0,3109955018165.36
2019-11-02 13:55:00,996612.0,3099300453511.43
2019-11-02 14:00:00,996878.0,3086725505836.46
2019-11-02 14:05:00,995942.0,3090762109099.92
2019-11-02 14:10:00,996115.0,3094130618538.31
2019-11-02 14:15:00,996895.0,3099151311644.13
2019-11-02 14:20:00,997328.0,3102309189003.74
2019-11-02 14:25:00,997520.0,3088140279235.61
2019-11-02 14:30:00,997801.0,3076957756065.28
2019-11-02 14:35:00,997152.0,3091764518121.27
2019-11-02 14:40:00,997630.0,2959365362798.43
2019-11-02 14:45:00,998319.0,3113356155862.36
2019-11-02 14:50:00,998276.0,3117868580622.95
2019-11-02 14:55:00,998025.0,3120877588326.54
2019-11-02 15:00:00,997735.0,3103460420115.18
2019-11-02 15:05:00,997756.0,3104088416071.97
2019-11-02 15:10:00,997710.0,3104300598256.79
2019-11-02 15:15:00,997192.0,3071784244042.19
2019-11-02 15:20:00,998472.0,3106875811783.15
2019-11-02 15:25:00,998517.0,3107117669390.44
2019-11-02 15:30:00,997526.0,2953550267857.22
2019-11-02 15:35:00,997195.0,3112741134439.71
2019-11-02 15:40:00,996357.0,3109414904702.76
2019-11-02 15:45:00,996340.0,3109357730862.05
2019-11-02 15:50:00,995356.0,3109911049539.83
2019-11-02 15:55:00,997078.0,3115239573206.65
2019-11-02 16:00:00,997054.0,3121648303458.34
2019-11-02 16:05:00,997110.0,3120750803939.17
2019-11-02 16:10:00,996002.0,3102430831615.82
2019-11-02 16:15:00,996490.0,2949980684002.08
2019-11-02 16:20:00,997533.0,3103663818400.86
2019-11-02 16:25:00,997216.0,3087078854659.17
2019-11-02 16:30:00,996565.0,3086999292683.2
2019-11-02 16:35:00,997313.0,3117424768685.88
2019-11-02 16:40:00,997534.0,3105628107906.46
2019-11-02 16:45:00,997538.0,3105852150317.79
2019-11-02 16:50:00,997273.0,3007300496019.09
2019-11-02 16:55:00,997496.0,2992736545460.66
2019-11-02 17:00:00,998099.0,3126294873091.4
2019-11-02 17:05:00,998329.0,2963514687206.11
2019-11-02 17:10:00,997878.0,3089164255835.55
2019-11-02 17:15:00,998263.0,3091651097530.05
2019-11-02 17:20:00,999310.0,3110430713765.01
2019-11-02 17:25:00,999247.0,3108371492378.79
2019-11-02 17:30:00,996483.0,3100318326582.82
2019-11-02 17:35:00,996020.0,3101766675905.62
2019-11-02 17:40:00,995897.0,3099315842849.58
2019-11-02 17:45:00,997289.0,3107293876772.41
2019-11-02 17:50:00,997699.0,3114561057341.23
2019-11-02 17:55:00,996701.0,3108233611313.86
2019-11-02 18:00:00,996702.0,3088176115007.22
2019-11-02 18:05:00,996938.0,3056648569740.92
2019-11-02 18:10:00,997545.0,3067980178084.91
2019-11-02 18:15:00,997384.0,3068705483533.91
2019-11-02 18:20:00,997375.0,3086487925547.59
2019-11-02 18:25:00,998884.0,3091049323978.22
2019-11-02 18:30:00,997849.0,3084505442038.41
2019-11-02 18:35:00,997637.0,3067578561691.17
2019-11-02 18:40:00,997840.0,3080852901108.51
2019-11-02 18:45:00,998007.0,3082186443674.22
2019-11-02 18:50:00,997520.0,3082504110587.15
2019-11-02 18:55:00,997120.0,3082644289534.8
2019-11-02 19:00:00,997121.0,3064704881358.3
2019-11-02 19:05:00,997264.0,3065992437877.42
2019-11-02 19:10:00,997083.0,3061316612450.07
2019-11-02 19:15:00,996997.0,3044407465142.33
2019-11-02 19:20:00,997266.0,3059186734190.72
2019-11-02 19:25:00,997696.0,3064282342928.71
2019-11-02 19:30:00,997584.0,2919607254941.33
2019-11-02 19:35:00,997118.0,3062420384832.71
2019-11-02 19:40:00,997561.0,3061746245820.48
2019-11-02 19:45:00,997915.0,3073052127802.48
2019-11-02 19:50:00,998243.0,3076689068615.59
2019-11-02 19:55:00,998146.0,3072002605130.86
2019-11-02 20:00:00,997187.0,3072519518789.1
2019-11-02 20:05:00,997222.0,3071805939012.19
2019-11-02 20:10:00,1000456.0,3054746012496.73
2019-11-02 20:15:00,1000070.0,3050458422743.32
2019-11-02 20:20:00,1000808.0,3042898459633.13
2019-11-02 20:25:00,1000815.0,3042818138339.33
2019-11-02 20:30:00,1000284.0,2992456513873.3
2019-11-02 20:35:00,1000337.0,3016931946982.33
2019-11-02 20:40:00,1000162.0,3011932713007.99
2019-11-02 20:45:00,1000424.0,3016064686401.64
2019-11-02 20:50:00,1001279.0,3014710234345.62
2019-11-02 20:55:00,1001214.0,3009198712600.73
2019-11-02 21:00:00,1000549.0,3011286724122.31
2019-11-02 21:05:00,1000571.0,3011082440993.87
2019-11-02 21:10:00,1003460.0,3002384161328.75
2019-11-02 21:15:00,1001998.0,3024726431907.03
2019-11-02 21:20:00,1002621.0,2888019220833.58
2019-11-02 21:25:00,1002132.0,3015651489488.16
2019-11-02 21:30:00,1002500.0,3033849496741.38
2019-11-02 21:35:00,1002749.0,3043122119420.06
2019-11-02 21:40:00,1003758.0,3049192671853.33
2019-11-02 21:45:00,1005089.0,3056324389133.33
2019-11-02 21:50:00,1005929.0,3057464121703.48
2019-11-02 21:55:00,1005913.0,3068808498395.9
2019-11-02 22:00:00,1006310.0,3073160567706.5
2019-11-02 22:05:00,1012227.0,3085802949501.63
2019-11-02 22:10:00,1013018.0,3095844892473.87
2019-11-02 22:15:00,1011811.0,3092157923114.46
2019-11-02 22:20:00,1007993.0,3090954954810.35
2019-11-02 22:25:00,1007835.0,3086359183278.88
2019-11-02 22:30:00,1008034.0,3084043776675.91
2019-11-02 22:35:00,1009716.0,3093647150597.93
2019-11-02 22:40:00,1008981.0,3007686323261.9
2019-11-02 22:45:00,1010636.0,3101014435841.13
2019-11-02 22:50:00,1010559.0,3100580170472.99
2019-11-02 22:55:00,1011175.0,3103340247637.56
2019-11-02 23:00:00,1011452.0,3106151292594.13
2019-11-02 23:05:00,1012147.0,3045691685734.18
2019-11-02 23:10:00,1009470.0,3085371464650.23
2019-11-02 23:15:00,1010239.0,3085785899935.51
2019-11-02 23:20:00,1009773.0,3069198997051.14
2019-11-02 23:25:00,1009314.0,3067481666073.17
2019-11-02 23:30:00,1010131.0,3071579579259.92
2019-11-02 23:35:00,1011440.0,2900402521718.51
2019-11-02 23:40:00,1010142.0,3072170961417.02
2019-11-02 23:45:00,1010928.0,2883494798993.48
2019-11-02 23:50:00,1010357.0,2992458505982.49
2019-11-02 23:55:00,1009994.0,2993624126953.68
